店铺ID,店铺名,托管模式,店铺LOGO,在售商品数,店铺总销量,店铺评分,粉丝数,商品ID,商品标题（中文）,商品标题（英文）,商品主图,商品轮播图,商品视频,商品链接,前台分类（英文）,前台分类（中文）,后台分类,标签,美元价格($),欧元价格(€),GMV($),GMV(€),总销量,日销量,周销量,月销量,美区评分,美区评论数,上架时间,收录时间,main_url,标题,banned,banned_hits
634418229293629.0,,全托,,40.0,275.0,,,607407946211557,2/3件套 2D平面印花床笠，波西米亚民族风，抽象几何主题，床上用品，多色，手绘线条和形状图案，家居卧室装饰（1件床笠和1/2个枕套，不含芯）,2/3件套 2D平面印花床笠，波西米亚民族风，抽象几何主题，床上用品，多色，手绘线条和形状图案，家居卧室装饰（1件床笠和1/2个枕套，不含芯）,https://img.kwcdn.com/product/21f0663e30/8ca429e5-0ccf-45b9-b539-951b45f0eee1_1500x1500.jpeg,[https://img.kwcdn.com/product/21f0663e30/8ca429e5-0ccf-45b9-b539-951b45f0eee1_1500x1500.jpeg],,https://www.temu.com/search_result.html?search_key=607407946211557&search_method=user,Home & Kitchen/Bedding,家居厨房用品/床上用品,,[广告],15.5,13.33,,,0,,,,,0,2026-09-12 15:03:55,,https://img.kwcdn.com/product/21f0663e30/8ca429e5-0ccf-45b9-b539-951b45f0eee1_1500x1500.jpeg,2/3件套 2D平面印花床笠，波西米亚民族风，抽象几何主题，床上用品，多色，手绘线条和形状图案，家居卧室装饰（1件床笠和1/2个枕套，不含芯）,False,
5238760518231.0,PASTER PARTY,全托,https://img-2.kwcdn.com/supplier-public-tag/1e19d46410c/68c28578-6273-4407-b8bf-c911f79eaed6_300x300.jpeg,23.0,116797.0,4.9,2251.0,607408483049064,春日派对布置蜜蜂向日葵生日拉旗，派对现场装饰拍照横幅，生日庆祝背景拉花,春日派对布置蜜蜂向日葵生日拉旗，派对现场装饰拍照横幅，生日庆祝背景拉花,https://img.kwcdn.com/product/fancy/b89ffd7c-d4e8-43fb-bbdc-2d7460967aa6.jpg,[https://img.kwcdn.com/product/fancy/b89ffd7c-d4e8-43fb-bbdc-2d7460967aa6.jpg],,https://www.temu.com/search_result.html?search_key=607408483049064&search_method=user,Home & Kitchen/Event & Party Supplies,家居厨房用品/节日聚会用品,,[],2.27,1.95,,,1,,,,,0,2026-09-12 15:27:20,,https://img.kwcdn.com/product/fancy/b89ffd7c-d4e8-43fb-bbdc-2d7460967aa6.jpg,春日派对布置蜜蜂向日葵生日拉旗，派对现场装饰拍照横幅，生日庆祝背景拉花,False,
634418228398071.0,AQWEE,全托,https://img-2.kwcdn.com/supplier-public-tag/21a488dd34/ab90cb5a-73ac-44a8-b053-02639b6da47d_300x300.jpeg,35.0,12886.0,4.8,457.0,607408483051112,13件强力黏钩 - 防水、易于安装、无缝墙壁和浴室储存解决方案、透明设计的多功能收纳盒，非常适合家庭和办公室，实用挂钩,13件强力黏钩 - 防水、易于安装、无缝墙壁和浴室储存解决方案、透明设计的多功能收纳盒，非常适合家庭和办公室，实用挂钩,https://img.kwcdn.com/product/fancy/fbd9c479-40f2-4509-a8cf-e811038c2abf.jpg,[https://img.kwcdn.com/product/fancy/fbd9c479-40f2-4509-a8cf-e811038c2abf.jpg],https://goods-vod.kwcdn.com/goods-video/9d72c6e3ada7c4f85a5ca9717ae437a7dbd2f9b7.f30.mp4,https://www.temu.com/search_result.html?search_key=607408483051112&search_method=user,Home & Kitchen/Home Storage & Organization,家居厨房用品/家庭收纳,,[],1.25,1.07,,,0,,,,,0,2026-09-12 13:18:55,,https://img.kwcdn.com/product/fancy/fbd9c479-40f2-4509-a8cf-e811038c2abf.jpg,13件强力黏钩 - 防水、易于安装、无缝墙壁和浴室储存解决方案、透明设计的多功能收纳盒，非常适合家庭和办公室，实用挂钩,False,
5192046882356.0,QX Decor,全托,https://img-2.kwcdn.com/supplier-public-tag/1e19d46509a/96fbc0cc-da69-487f-ac56-f7cdfd6c0b6c_300x300.jpeg,253.0,23000.0,4.9,1549.0,607408483096563,2件装，2D平面印花，秋收枫叶南瓜抱枕套，装饰靠垫套，单面印花，无刺绣，不含枕芯，2D平面,2件装，2D平面印花，秋收枫叶南瓜抱枕套，装饰靠垫套，单面印花，无刺绣，不含枕芯，2D平面,https://img.kwcdn.com/product/open/11a8c6bd924f4c4789dc49fe9090dfe1-goods.jpeg,[https://img.kwcdn.com/product/open/11a8c6bd924f4c4789dc49fe9090dfe1-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607408483096563&search_method=user,Home & Kitchen/Couch & Sofa Decor,家居厨房用品/沙发装饰,,[],3.46,2.97,,,0,,,,,0,2026-09-12 14:53:17,,https://img.kwcdn.com/product/open/11a8c6bd924f4c4789dc49fe9090dfe1-goods.jpeg,2件装，2D平面印花，秋收枫叶南瓜抱枕套，装饰靠垫套，单面印花，无刺绣，不含枕芯，2D平面,False,
634418229923490.0,pifutan,全托,https://img-2.kwcdn.com/supplier-public-tag/21140d64ad0/ba7a1327-1322-48ec-b852-c811dbeea9f3_300x300.jpeg,332.0,3649.0,4.7,60.0,607408885729599,1件柔软轻薄法兰绒拼布毯 - 红、蓝、棕、米白、白、黑、绿拼色 - 四季通用，适用于沙发、床、办公室、旅行 - 家居装饰与盖毯的完美礼物,1件柔软轻薄法兰绒拼布毯 - 红、蓝、棕、米白、白、黑、绿拼色 - 四季通用，适用于沙发、床、办公室、旅行 - 家居装饰与盖毯的完美礼物,https://img.kwcdn.com/product/fancy/e91c9fda-a92b-402e-aa32-c2a46008a0c4.jpg,[https://img.kwcdn.com/product/fancy/e91c9fda-a92b-402e-aa32-c2a46008a0c4.jpg],,https://www.temu.com/search_result.html?search_key=607408885729599&search_method=user,Home & Kitchen/Blankets & Throws,家居厨房用品/毯子,,[],9.83,8.45,,,0,,,,,0,2026-09-12 14:41:39,,https://img.kwcdn.com/product/fancy/e91c9fda-a92b-402e-aa32-c2a46008a0c4.jpg,1件柔软轻薄法兰绒拼布毯 - 红、蓝、棕、米白、白、黑、绿拼色 - 四季通用，适用于沙发、床、办公室、旅行 - 家居装饰与盖毯的完美礼物,False,
634418230525477.0,WUXILIU,全托,https://img-2.kwcdn.com/supplier-public-tag/21137b23478/eb748983-7ae9-4c5a-9e4e-86649b257532_300x300.jpeg,260.0,2787.0,5.0,47.0,607408885743645,1件 RIDESAY 绗缝托特包，适用于瑜伽、旅行和健身房 - 秋季花卉剪影手提包，带拉链封口，绗缝矩形过夜包，便携式行李袋，适合通勤者、瑜伽爱好者和节日礼物，2D平面款,1件 RIDESAY 绗缝托特包，适用于瑜伽、旅行和健身房 - 秋季花卉剪影手提包，带拉链封口，绗缝矩形过夜包，便携式行李袋，适合通勤者、瑜伽爱好者和节日礼物，2D平面款,https://img.kwcdn.com/product/open/83cf1b7df1e1442baee0fa19fda32b2b-goods.jpeg,[https://img.kwcdn.com/product/open/83cf1b7df1e1442baee0fa19fda32b2b-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607408885743645&search_method=user,Home & Kitchen/Kitchen Storage & Organization,家居厨房用品/厨房收纳,,[],9.63,8.27,,,0,,,,,0,2026-09-12 16:48:45,,https://img.kwcdn.com/product/open/83cf1b7df1e1442baee0fa19fda32b2b-goods.jpeg,1件 RIDESAY 绗缝托特包，适用于瑜伽、旅行和健身房 - 秋季花卉剪影手提包，带拉链封口，绗缝矩形过夜包，便携式行李袋，适合通勤者、瑜伽爱好者和节日礼物，2D平面款,False,
634418231174856.0,XUArtNook,全托,https://img-2.kwcdn.com/supplier-public-tag/217a7c11ee/8ca3c638-9076-45b7-9a4a-e371293775d2_300x300.jpeg,769.0,468.0,4.8,5.0,607409019926445,2件装 2D平面洗碗布与百洁布 适用于餐具清洗、旅行、露营、烹饪 - 圣诞水彩设计 多色可选 万圣节适用,2件装 2D平面洗碗布与百洁布 适用于餐具清洗、旅行、露营、烹饪 - 圣诞水彩设计 多色可选 万圣节适用,https://img.kwcdn.com/product/21f0662530/8ad0d57a-cdad-40f5-8dd9-0d7ab81bfd3a_1000x1000.jpeg,[https://img.kwcdn.com/product/21f0662530/8ad0d57a-cdad-40f5-8dd9-0d7ab81bfd3a_1000x1000.jpeg],,https://www.temu.com/search_result.html?search_key=607409019926445&search_method=user,Home & Kitchen/Kitchen & Table Linens,家居厨房用品/餐厨布艺,,[广告],6.22,5.35,,,0,,,,,0,2026-09-12 10:01:38,,https://img.kwcdn.com/product/21f0662530/8ad0d57a-cdad-40f5-8dd9-0d7ab81bfd3a_1000x1000.jpeg,2件装 2D平面洗碗布与百洁布 适用于餐具清洗、旅行、露营、烹饪 - 圣诞水彩设计 多色可选 万圣节适用,False,
634418219164543.0,CHENLOVE,全托,https://img-2.kwcdn.com/supplier-public-tag/1fad18a890/4ce90519-8ea3-4267-bf83-ad080c08c5af_300x300.jpeg,406.0,52000.0,4.8,3940.0,607409019963519,二维平面，1件装海龟金属墙壁艺术品，沿海海洋装饰，乡村日落挂牌，耐用室内外悬挂饰品，优雅海滨别墅热带花园庭院装饰，自然爱好者的完美生日礼物，二维平面,二维平面，1件装海龟金属墙壁艺术品，沿海海洋装饰，乡村日落挂牌，耐用室内外悬挂饰品，优雅海滨别墅热带花园庭院装饰，自然爱好者的完美生日礼物，二维平面,https://img.kwcdn.com/product/fancy/6de4b0fe-0704-44c4-b384-854c042da7ac.jpg,[https://img.kwcdn.com/product/fancy/6de4b0fe-0704-44c4-b384-854c042da7ac.jpg],,https://www.temu.com/search_result.html?search_key=607409019963519&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],9.45,8.12,,,0,,,,,0,2026-09-12 15:26:49,,https://img.kwcdn.com/product/fancy/6de4b0fe-0704-44c4-b384-854c042da7ac.jpg,二维平面，1件装海龟金属墙壁艺术品，沿海海洋装饰，乡村日落挂牌，耐用室内外悬挂饰品，优雅海滨别墅热带花园庭院装饰，自然爱好者的完美生日礼物，二维平面,False,
634418228181921.0,Ample Mugs,,https://img-2.kwcdn.com/supplier-public-tag/20195054d70/d2265422-2730-4669-853a-b36d66daa6bb_300x300.jpeg,,,0.0,0.0,607409288398364,1个带手柄硼硅玻璃保温咖啡杯 - 秋季主题印花，适用于浓缩咖啡、茶、热饮/冷饮，可用洗碗机清洗，万圣节、圣诞节、感恩节礼物（200毫升/6.76盎司）,1个带手柄硼硅玻璃保温咖啡杯 - 秋季主题印花，适用于浓缩咖啡、茶、热饮/冷饮，可用洗碗机清洗，万圣节、圣诞节、感恩节礼物（200毫升/6.76盎司）,https://img.kwcdn.com/product/fancy/0e811402-fef0-4f37-90ae-a6c484c5d30d.jpg,[https://img.kwcdn.com/product/fancy/0e811402-fef0-4f37-90ae-a6c484c5d30d.jpg],,https://www.temu.com/search_result.html?search_key=607409288398364&search_method=user,Home & Kitchen/Glassware & Drinkware,家居厨房用品/杯具,,[广告],6.38,5.48,,,1,,,,,0,2026-09-12 13:13:50,,https://img.kwcdn.com/product/fancy/0e811402-fef0-4f37-90ae-a6c484c5d30d.jpg,1个带手柄硼硅玻璃保温咖啡杯 - 秋季主题印花，适用于浓缩咖啡、茶、热饮/冷饮，可用洗碗机清洗，万圣节、圣诞节、感恩节礼物（200毫升/6.76盎司）,False,
634418228638274.0,Hi dream CC,全托,https://img-2.kwcdn.com/supplier-public-tag/212a0ccbb8/1c631987-e298-4147-ab47-3d9f970d92f6_300x300.jpeg,171.0,406.0,5.0,9.0,607409422603131,1个绗缝和2D平面印花绗缝大容量旅行包，黑色蝙蝠火焰月亮图案绗缝大容量手提旅行包，户外旅行行李收纳包，健身瑜伽包（非食品接触）,1个绗缝和2D平面印花绗缝大容量旅行包，黑色蝙蝠火焰月亮图案绗缝大容量手提旅行包，户外旅行行李收纳包，健身瑜伽包（非食品接触）,https://img.kwcdn.com/product/21f0661540/6c655e67-a4b7-45a2-ae1b-418a1284a3aa_1000x1000.jpeg,[https://img.kwcdn.com/product/21f0661540/6c655e67-a4b7-45a2-ae1b-418a1284a3aa_1000x1000.jpeg],,https://www.temu.com/search_result.html?search_key=607409422603131&search_method=user,Home & Kitchen/Kitchen Storage & Organization,家居厨房用品/厨房收纳,,[],9.68,8.32,,,1,,,,,0,2026-09-12 09:44:36,,https://img.kwcdn.com/product/21f0661540/6c655e67-a4b7-45a2-ae1b-418a1284a3aa_1000x1000.jpeg,1个绗缝和2D平面印花绗缝大容量旅行包，黑色蝙蝠火焰月亮图案绗缝大容量手提旅行包，户外旅行行李收纳包，健身瑜伽包（非食品接触）,False,
634418230926772.0,Mirlcush,全托,https://img-2.kwcdn.com/supplier-public-tag/2123a66998/28dc01ae-4705-426f-b438-14ce5b968081_300x300.jpeg,424.0,11000.0,4.8,138.0,607409556807096,"6pc 圣诞鲁道夫矮人系列抱枕套 红灰复古圣诞风居家靠枕套 家居装饰靠垫套，带拉链的聚酯垫套用于门廊或家中, 单面印刷，无枕芯, 派个装饰圣诞装饰可机洗","6pc 圣诞鲁道夫矮人系列抱枕套 红灰复古圣诞风居家靠枕套 家居装饰靠垫套，带拉链的聚酯垫套用于门廊或家中, 单面印刷，无枕芯, 派个装饰圣诞装饰可机洗",https://img.kwcdn.com/product/open/0ce3f08ec391496aadda2d5d694910b1-goods.jpeg,[https://img.kwcdn.com/product/open/0ce3f08ec391496aadda2d5d694910b1-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607409556807096&search_method=user,Home & Kitchen/Couch & Sofa Decor,家居厨房用品/沙发装饰,,[],10.36,8.9,20.72,17.81,2,,,,,0,2026-09-12 14:21:01,,https://img.kwcdn.com/product/open/0ce3f08ec391496aadda2d5d694910b1-goods.jpeg,"6pc 圣诞鲁道夫矮人系列抱枕套 红灰复古圣诞风居家靠枕套 家居装饰靠垫套，带拉链的聚酯垫套用于门廊或家中, 单面印刷，无枕芯, 派个装饰圣诞装饰可机洗",False,
634418230926772.0,Mirlcush,全托,https://img-2.kwcdn.com/supplier-public-tag/2123a66998/28dc01ae-4705-426f-b438-14ce5b968081_300x300.jpeg,424.0,11000.0,4.8,138.0,607409556807825,"6pc 圣诞姜饼人系列抱枕套 节日氛围感家居靠枕套 家居装饰靠垫套，带拉链的聚酯垫套用于门廊或家中, 单面印刷，无枕芯, 派个装饰圣诞装饰可机洗","6pc 圣诞姜饼人系列抱枕套 节日氛围感家居靠枕套 家居装饰靠垫套，带拉链的聚酯垫套用于门廊或家中, 单面印刷，无枕芯, 派个装饰圣诞装饰可机洗",https://img.kwcdn.com/product/open/d3c9abc11a824889a897c33379345ff4-goods.jpeg,[https://img.kwcdn.com/product/open/d3c9abc11a824889a897c33379345ff4-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607409556807825&search_method=user,Home & Kitchen/Couch & Sofa Decor,家居厨房用品/沙发装饰,,[],10.35,8.89,0.0,0.0,0,,,,,0,2026-09-12 14:23:31,,https://img.kwcdn.com/product/open/d3c9abc11a824889a897c33379345ff4-goods.jpeg,"6pc 圣诞姜饼人系列抱枕套 节日氛围感家居靠枕套 家居装饰靠垫套，带拉链的聚酯垫套用于门廊或家中, 单面印刷，无枕芯, 派个装饰圣诞装饰可机洗",False,
634418219127669.0,HuiCan shop,全托,https://img-2.kwcdn.com/supplier-public-tag/1fad185638/15fce9e1-a8b6-421a-b29b-be8817674eeb_300x300.jpeg,422.0,19000.0,4.8,1146.0,607409691042995,2D平面单片彩色公鸡金属墙饰 乡村农舍装饰 适用于厨房花园露台的吸睛悬挂牌子 独特的乔迁生日礼物，送给家人和朋友,2D平面单片彩色公鸡金属墙饰 乡村农舍装饰 适用于厨房花园露台的吸睛悬挂牌子 独特的乔迁生日礼物，送给家人和朋友,https://img.kwcdn.com/product/fancy/d92e7722-7ea5-4b33-9182-4514e76ca44c.jpg,[https://img.kwcdn.com/product/fancy/d92e7722-7ea5-4b33-9182-4514e76ca44c.jpg],,https://www.temu.com/search_result.html?search_key=607409691042995&search_method=user,Home & Kitchen/Home Decor Products,家居厨房用品/家居装饰,,[],15.23,13.09,,,0,,,,,0,2026-09-12 16:49:28,,https://img.kwcdn.com/product/fancy/d92e7722-7ea5-4b33-9182-4514e76ca44c.jpg,2D平面单片彩色公鸡金属墙饰 乡村农舍装饰 适用于厨房花园露台的吸睛悬挂牌子 独特的乔迁生日礼物，送给家人和朋友,False,
634418230383450.0,MILOPAT,全托,https://img-2.kwcdn.com/supplier-public-tag/21137b28a04/a0ac13fc-e0ec-4860-9229-fc817861eb40_300x300.jpeg,260.0,1100.0,4.8,5.0,607409691058749,,"2D Flat, 2D Flat - 2D Door Banner 2D Flat, 2D Flat - 2D Door Banner 1pc 2D Christmas Door Banner 2D Flat, Christmas Santa Snowman Wreath Design Elastic Door Cover, Fast Installation, Easy to Clean, Charming Door Decor for Gatherings, School Events",https://img.kwcdn.com/product/open/b0f8aa483c62465898b5d57c7b4e74cd-goods.jpeg,[https://img.kwcdn.com/product/open/b0f8aa483c62465898b5d57c7b4e74cd-goods.jpeg],https://goods-vod.kwcdn.com/goods-video/234f26a746d3412b3535f6a0002cdfd19186ee59gs2CV.f30.mp4,https://www.temu.com/search_result.html?search_key=607409691058749&search_method=user,Home & Kitchen/Event & Party Supplies,家居厨房用品/节日聚会用品,,[Last day],6.97,5.99,,,0,,,,,0,2026-09-12 10:21:43,,https://img.kwcdn.com/product/open/b0f8aa483c62465898b5d57c7b4e74cd-goods.jpeg,"2D Flat, 2D Flat - 2D Door Banner 2D Flat, 2D Flat - 2D Door Banner 1pc 2D Christmas Door Banner 2D Flat, Christmas Santa Snowman Wreath Design Elastic Door Cover, Fast Installation, Easy to Clean, Charming Door Decor for Gatherings, School Events",False,
634418231202989.0,YTrughouse,全托,https://img-2.kwcdn.com/supplier-public-tag/217a7c5412/f099333f-8b1b-40ae-a1ef-15c0d0fd1199_300x300.jpeg,17.0,466.0,5.0,2.0,607410227899738,【】1pc 2D flat design轻奢简约藏蓝蝴蝶结小花浅粉撞色图案防滑地垫 可机洗防滑柔软天鹅绒短绒毛地垫 夏季 浴室防滑垫入户地毯卧室地毯客厅地垫户外地垫 温馨家居装饰配件,【】1pc 2D flat design轻奢简约藏蓝蝴蝶结小花浅粉撞色图案防滑地垫 可机洗防滑柔软天鹅绒短绒毛地垫 夏季 浴室防滑垫入户地毯卧室地毯客厅地垫户外地垫 温馨家居装饰配件,https://img.kwcdn.com/product/21f0660320/5667674f-cae3-452f-8381-ff9dc3d3c428_1500x1500.jpeg,[https://img.kwcdn.com/product/21f0660320/5667674f-cae3-452f-8381-ff9dc3d3c428_1500x1500.jpeg],https://goods-vod.kwcdn.com/goods-video/5c753e9982e798fcb4160d9b3ebd5f579e10a4b7gs2CV.f30.mp4,https://www.temu.com/search_result.html?search_key=607410227899738&search_method=user,Home & Kitchen/Rugs & Mats,家居厨房用品/地毯地垫,,[],9.53,8.19,,,2,,,,,0,2026-09-12 14:27:53,,https://img.kwcdn.com/product/21f0660320/5667674f-cae3-452f-8381-ff9dc3d3c428_1500x1500.jpeg,【】1pc 2D flat design轻奢简约藏蓝蝴蝶结小花浅粉撞色图案防滑地垫 可机洗防滑柔软天鹅绒短绒毛地垫 夏季 浴室防滑垫入户地毯卧室地毯客厅地垫户外地垫 温馨家居装饰配件,False,
634418231327270.0,Zufunction P,,https://img-2.kwcdn.com/supplier-public-tag/217a7c56dc/f6696be4-5b97-4187-989d-06c150f45d39_300x300.jpeg,,,4.5,2.0,607410227902976,,"A Matte-finished Storage Tray with a 3D Matte Texture Overall. It Features a Curved Hook Rack and a Curved Storage Panel at the Bottom. The Tray Can Hold Small Trinkets and Miscellaneous Items Such as Coins and Hairpins., Jewelry Towers",https://img.kwcdn.com/product/fancy/5c283b96-a599-48c2-b645-62280d83095e.jpg,[https://img.kwcdn.com/product/fancy/5c283b96-a599-48c2-b645-62280d83095e.jpg],,https://www.temu.com/search_result.html?search_key=607410227902976&search_method=user,Home & Kitchen/Home Storage & Organization,家居厨房用品/家庭收纳,,[],4.84,4.16,,,0,,,,,0,2026-09-12 15:39:15,,https://img.kwcdn.com/product/fancy/5c283b96-a599-48c2-b645-62280d83095e.jpg,"A Matte-finished Storage Tray with a 3D Matte Texture Overall. It Features a Curved Hook Rack and a Curved Storage Panel at the Bottom. The Tray Can Hold Small Trinkets and Miscellaneous Items Such as Coins and Hairpins., Jewelry Towers",False,
,,,,,,,,607410362130777,2D平面印刷3件套海边灯塔床笠套装（1个床笠和2个枕套，无芯），海边灯塔床上用品，床垫保护套柔软透气,2D平面印刷3件套海边灯塔床笠套装（1个床笠和2个枕套，无芯），海边灯塔床上用品，床垫保护套柔软透气,https://img.kwcdn.com/product/open/80f9c15f164d4deb94d7404a0a6084fa-goods.jpeg,[https://img.kwcdn.com/product/open/80f9c15f164d4deb94d7404a0a6084fa-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607410362130777&search_method=user,Home & Kitchen/Bedding,家居厨房用品/床上用品,,[广告],19.68,16.91,,,0,,,,,0,2026-09-12 11:36:06,,https://img.kwcdn.com/product/open/80f9c15f164d4deb94d7404a0a6084fa-goods.jpeg,2D平面印刷3件套海边灯塔床笠套装（1个床笠和2个枕套，无芯），海边灯塔床上用品，床垫保护套柔软透气,False,
634418221428422.0,CXNEOMUD,全托,https://img-2.kwcdn.com/supplier-public-tag/201a0da2e05/03274423-4e57-41c7-92b9-29105849b07b_300x300.jpeg,152.0,271643.0,4.4,10068.0,607410362137960,节省空间的豪华现代金属垂直储物架 - 易于组装，多层运动鞋和办公用品收纳架，落地式，宿舍和家庭多功能使用， 4个季节可用， 鞋子收纳架|节省空间的收纳架|塑料框架结构，实用架，每层可放3双鞋，感恩节，返校季，多场景可使用,节省空间的豪华现代金属垂直储物架 - 易于组装，多层运动鞋和办公用品收纳架，落地式，宿舍和家庭多功能使用， 4个季节可用， 鞋子收纳架|节省空间的收纳架|塑料框架结构，实用架，每层可放3双鞋，感恩节，返校季，多场景可使用,https://img.kwcdn.com/product/fancy/2dff5c70-7b1e-4fd8-8d9c-8a5b09deb21b.jpg,"https://img.kwcdn.com/product/fancy/2dff5c70-7b1e-4fd8-8d9c-8a5b09deb21b.jpg,https://img.kwcdn.com/product/fancy/c5faa9b6-2402-4ec2-9842-cdb7064a0441.jpg,https://img.kwcdn.com/product/fancy/22756c26-3cdb-43b6-b396-289bbca96ad7.jpg,https://img.kwcdn.com/product/fancy/ec48a8ab-1f65-4a3f-8a76-34750bbe82eb.jpg,https://img.kwcdn.com/product/fancy/ec48a8ab-1f65-4a3f-8a76-34750bbe82eb.jpg,https://img.kwcdn.com/product/fancy/1428557f-7623-4136-a089-44c506454a09.jpg,https://img.kwcdn.com/product/fancy/1622a597-2aa0-48af-942a-55aa7563cef5.jpg,https://img.kwcdn.com/product/fancy/64df9912-14e9-4687-894d-8f6b80a94f91.jpg,https://img.kwcdn.com/product/fancy/8fc0cba5-f9dd-4237-8c9b-0fde19d6db2d.jpg",,https://www.temu.com/search_result.html?search_key=607410362137960&search_method=user,Home & Kitchen/Closet & Laundry Storage,家居厨房用品/衣橱收纳,家居、厨房用品/收纳用品/衣柜收纳/鞋靴收纳/鞋架,[仅剩7件],9.45,8.13,0.0,0.0,0,0.0,0.0,0.0,,0,2026-09-12 17:55:45,,https://img.kwcdn.com/product/fancy/2dff5c70-7b1e-4fd8-8d9c-8a5b09deb21b.jpg,节省空间的豪华现代金属垂直储物架 - 易于组装，多层运动鞋和办公用品收纳架，落地式，宿舍和家庭多功能使用， 4个季节可用， 鞋子收纳架|节省空间的收纳架|塑料框架结构，实用架，每层可放3双鞋，感恩节，返校季，多场景可使用,False,
634418229099935.0,Wenjiao Firm,全托,https://img-2.kwcdn.com/supplier-public-tag/211a2a4bb08/569e6b2e-0563-4dc7-8080-60c27adc80a4_300x300.jpeg,34.0,2100.0,4.8,50.0,607410764780056,,"2pcs Handbag Storage Bags (1 Large And 1 Small), Hanging Individual Transparent Pouches, Bedroom Closet Storage for Handbags, Dust-Proof And Waterproof Bags",https://img.kwcdn.com/product/open/b15fe99b553d4431b64af8e65019ffc3-goods.jpeg,[https://img.kwcdn.com/product/open/b15fe99b553d4431b64af8e65019ffc3-goods.jpeg],,https://www.temu.com/search_result.html?search_key=607410764780056&search_method=user,Home & Kitchen/Closet & Laundry Storage,家居厨房用品/衣橱收纳,,[],8.29,7.13,0.0,0.0,0,,,,,0,2026-09-12 16:11:00,,https://img.kwcdn.com/product/open/b15fe99b553d4431b64af8e65019ffc3-goods.jpeg,"2pcs Handbag Storage Bags (1 Large And 1 Small), Hanging Individual Transparent Pouches, Bedroom Closet Storage for Handbags, Dust-Proof And Waterproof Bags",False,
634418211753843.0,Zixin earrings and jewelry,全托,https://img-2.kwcdn.com/supplier-public-tag/1e1918b9fd4/27abaffd-80f1-454c-83e2-31e36b865452_300x300.jpeg,1015.0,131.0,0.0,0.0,607411301631459,2pcs圣诞节、圣诞老人、铃铛、雪花、麋鹿、圣诞树、雪人、企鹅、姜饼人、胡桃夹子、装饰抱枕套，适用于沙发床、汽车、客厅、房间装饰、家居装饰，户外使用的质朴家居装饰风格，柔软的枕套，不含填充物，尺寸为 18 英寸 × 18 英寸、内藏隐形拉链、可机洗。,2pcs圣诞节、圣诞老人、铃铛、雪花、麋鹿、圣诞树、雪人、企鹅、姜饼人、胡桃夹子、装饰抱枕套，适用于沙发床、汽车、客厅、房间装饰、家居装饰，户外使用的质朴家居装饰风格，柔软的枕套，不含填充物，尺寸为 18 英寸 × 18 英寸、内藏隐形拉链、可机洗。,https://img.kwcdn.com/product/21f0664ce0/67ce48a9-b037-4890-8fb5-80257c6ee5e1_1000x1000.jpeg,[https://img.kwcdn.com/product/21f0664ce0/67ce48a9-b037-4890-8fb5-80257c6ee5e1_1000x1000.jpeg],,https://www.temu.com/search_result.html?search_key=607411301631459&search_method=user,Home & Kitchen/Couch & Sofa Decor,家居厨房用品/沙发装饰,,[],4.59,3.94,,,0,,,,,0,2026-09-12 16:58:00,,https://img.kwcdn.com/product/21f0664ce0/67ce48a9-b037-4890-8fb5-80257c6ee5e1_1000x1000.jpeg,2pcs圣诞节、圣诞老人、铃铛、雪花、麋鹿、圣诞树、雪人、企鹅、姜饼人、胡桃夹子、装饰抱枕套，适用于沙发床、汽车、客厅、房间装饰、家居装饰，户外使用的质朴家居装饰风格，柔软的枕套，不含填充物，尺寸为 18 英寸 × 18 英寸、内藏隐形拉链、可机洗。,False,
,,,,,,,,607411838501336,,"2D Flat, Women' Haircut Charts Poster - Minimalist Vertical Frameless Canvas Wall Art Suitable for Beauty Schools, Salons, Barber - / Haircut Reference Guide for Hairstyle Charts & Student Stylists Decor, 2D Flat",https://img.kwcdn.com/product/21f0664420/00bc53f7-f493-46ab-a132-7e4687035ae3_800x800.jpeg,[https://img.kwcdn.com/product/21f0664420/00bc53f7-f493-46ab-a132-7e4687035ae3_800x800.jpeg],,https://www.temu.com/search_result.html?search_key=607411838501336&search_method=user,Home & Kitchen/Wall Art,家居厨房用品/墙面装饰,,[],2.96,2.54,,,0,,,,,0,2026-09-12 05:40:55,,https://img.kwcdn.com/product/21f0664420/00bc53f7-f493-46ab-a132-7e4687035ae3_800x800.jpeg,"2D Flat, Women' Haircut Charts Poster - Minimalist Vertical Frameless Canvas Wall Art Suitable for Beauty Schools, Salons, Barber - / Haircut Reference Guide for Hairstyle Charts & Student Stylists Decor, 2D Flat",False,
